"",,Liste,Liste,
M90.26,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE
M90.27,2,650,-,"OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED"
M90.28,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC.
M90.29,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M90.3,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS
M90.30,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - SIEGES MULT.
M90.31,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - EPAULE
M90.04,3,174,-,TUBERC. OSSEUSE - MAIN
M90.05,3,174,-,"TUBERC. OSSEUSE - BASSIN, CUISSE"
M90.06,3,174,-,TUBERC. OSSEUSE - JAMBE
M90.07,3,174,-,"TUBERC. OSSEUSE - CHEV., PIED"
M90.08,3,174,-,TUBERC. OSSEUSE - AUTRES LOC.
M90.09,3,174,-,TUBERC. OSSEUSE - LOC. SAI
M90.1,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL.
M90.10,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES MULT.
M90.11,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE
M90.12,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS
M90.13,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS
M90.14,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN
M90.15,2,1016,-,"PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, CUISSE"
M90.16,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE
M90.17,2,1016,-,"PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED"
M90.18,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC.
M90.19,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M90.2,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL.
M90.20,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES MULT.
M90.21,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE
M90.22,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS
M90.23,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS
M90.24,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN
M90.25,2,650,-,"OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, CUISSE"
M90.26,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE
M90.27,2,650,-,"OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED"
M90.28,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC.
M90.29,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M90.3,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS
M90.30,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - SIEGES MULT.
M90.31,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - EPAULE
M90.32,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - BRAS
CMA,niv,"Listediag","Listeracine",Libellé
M90.33,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - AVANT-BRAS
M90.34,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - MAIN
M90.35,2,47,-,"OSTEONECROSE DE LA MAL. DES CAISSONS - BASSIN, CUISSE"
M90.36,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - JAMBE
M90.37,2,47,-,"OSTEONECROSE DE LA MAL. DES CAISSONS - CHEV., PIED"
M90.38,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - AUTRES LOC.
M90.39,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - LOC. SAI
M90.4,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE
M90.40,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - SIEGES MULT.
M90.41,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - EPAULE
M90.42,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - BRAS
M90.43,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AVANT-BRAS
M90.44,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - MAIN
M90.45,2,47,-,"OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - BASSIN, CUISSE"
M90.46,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - JAMBE
M90.47,2,47,-,"OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - CHEV., PIED"
M90.48,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AUTRES LOC.
M90.49,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - LOC. SAI
M90.6,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES
M90.60,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - SIEGES MULT.
M90.61,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - EPAULE
M90.62,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BRAS
M90.63,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AVANT-BRAS
M90.64,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - MAIN
M90.65,3,47,-,"OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BASSIN, CUISSE"
M90.66,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - JAMBE
M90.67,3,47,-,"OSTEITE DEFORMANTE AVEC MAL. TUMORALES - CHEV., PIED"
M90.68,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AUTRES LOC.
M90.69,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - LOC. SAI
M90.7,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES
M90.70,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - SIEGES MULT.
M90.71,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - EPAULE
M90.72,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - BRAS
M90.73,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - AVANT-BRAS
M90.74,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - MAIN
M90.75,3,47,-,"FRAC. OSSEUSE AVEC MAL. TUMORALES - BASSIN, CUISSE"
M90.76,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - JAMBE
M90.77,3,47,-,"FRAC. OSSEUSE AVEC MAL. TUMORALES - CHEV., PIED"
M90.78,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - AUTRES LOC.
M90.79,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - LOC. SAI
M96.0,2,10,-,PSEUDARTHROSE APRES ARTHRODESE
M96.1,2,10,-,"SYND. POST-LAMINECTOMIE, NCA"
"",niv,"Listediag","Listeracine",Libellé
M90.33,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - AVANT-BRAS
M90.34,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - MAIN
M90.35,2,47,-,"OSTEONECROSE DE LA MAL. DES CAISSONS - BASSIN, CUISSE"
M90.36,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - JAMBE
M90.37,2,47,-,"OSTEONECROSE DE LA MAL. DES CAISSONS - CHEV., PIED"
M90.38,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - AUTRES LOC.
M90.39,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - LOC. SAI
M90.4,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE
M90.40,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - SIEGES MULT.
M90.41,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - EPAULE
M90.42,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - BRAS
M90.43,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AVANT-BRAS
M90.44,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - MAIN
M90.45,2,47,-,"OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - BASSIN, CUISSE"
M90.46,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - JAMBE
M90.47,2,47,-,"OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - CHEV., PIED"
M90.48,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AUTRES LOC.
M90.49,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - LOC. SAI
M90.6,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES
M90.60,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - SIEGES MULT.
M90.61,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - EPAULE
M90.62,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BRAS
M90.63,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AVANT-BRAS
M90.64,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - MAIN
M90.65,3,47,-,"OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BASSIN, CUISSE"
M90.66,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - JAMBE
M90.67,3,47,-,"OSTEITE DEFORMANTE AVEC MAL. TUMORALES - CHEV., PIED"
M90.68,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AUTRES LOC.
M90.69,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - LOC. SAI
M90.7,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES
M90.70,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - SIEGES MULT.
M90.71,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - EPAULE
M90.72,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - BRAS
M90.73,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - AVANT-BRAS
M90.74,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - MAIN
M90.75,3,47,-,"FRAC. OSSEUSE AVEC MAL. TUMORALES - BASSIN, CUISSE"
M90.76,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - JAMBE
M90.77,3,47,-,"FRAC. OSSEUSE AVEC MAL. TUMORALES - CHEV., PIED"
M90.78,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - AUTRES LOC.
M90.79,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - LOC. SAI
M96.0,2,10,-,PSEUDARTHROSE APRES ARTHRODESE
M96.1,2,10,-,"SYND. POST-LAMINECTOMIE, NCA"
M90.43,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AVANT-BRAS
M90.44,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - MAIN
M90.45,2,47,-,"OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - BASSIN, CUISSE"
M90.46,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - JAMBE
M90.47,2,47,-,"OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - CHEV., PIED"
M90.48,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - AUTRES LOC.
M90.49,2,47,-,OSTEONECROSE DUE A UNE HEMOGLOBINOPATHIE - LOC. SAI
M90.6,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES
M90.60,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - SIEGES MULT.
M90.61,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - EPAULE
M90.62,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BRAS
M90.63,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AVANT-BRAS
M90.64,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - MAIN
M90.65,3,47,-,"OSTEITE DEFORMANTE AVEC MAL. TUMORALES - BASSIN, CUISSE"
M90.66,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - JAMBE
M90.67,3,47,-,"OSTEITE DEFORMANTE AVEC MAL. TUMORALES - CHEV., PIED"
M90.68,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - AUTRES LOC.
M90.69,3,47,-,OSTEITE DEFORMANTE AVEC MAL. TUMORALES - LOC. SAI
M90.7,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES
M90.70,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - SIEGES MULT.
M90.71,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - EPAULE
M90.72,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - BRAS
M90.73,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - AVANT-BRAS
M90.74,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - MAIN
M90.75,3,47,-,"FRAC. OSSEUSE AVEC MAL. TUMORALES - BASSIN, CUISSE"
M90.76,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - JAMBE
M90.77,3,47,-,"FRAC. OSSEUSE AVEC MAL. TUMORALES - CHEV., PIED"
M90.78,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - AUTRES LOC.
M90.79,3,47,-,FRAC. OSSEUSE AVEC MAL. TUMORALES - LOC. SAI
M96.0,2,10,-,PSEUDARTHROSE APRES ARTHRODESE
M96.1,2,10,-,"SYND. POST-LAMINECTOMIE, NCA"
M96.2,2,10,-,CYPHOSE APRES IRRAD.
CMA,niv,"Listediag","Listeracine",Libellé
M96.3,2,10,-,CYPHOSE APRES LAMINECTOMIE
M96.4,2,10,-,LORDOSE APRES CHIRURGIE
M96.5,2,10,-,SCOLIOSE APRES IRRAD.
M96.6,3,10,19,"FRAC. OSSEUSE APRES IMPLANT, PROTHESE ARTIC. OU PLAQUE D'OSTEOSYNTHESE"
M99.1,2,826,-,SUBLUX. COMPLEXE VERTEBRALE
M99.10,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - TETE
M99.11,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - CERV.
M99.12,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - COL. THORAC.
M99.13,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - LOMBAIRE
M99.14,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - SACREE
M99.15,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - PELVIEN.
M99.16,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - MBRE INF.
M99.17,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - MBRE SUP.
M99.18,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - CAGE THOR.
M99.19,2,826,-,"SUBLUX. COMPLEXE VERTEBRALE - ABD., AUTRES"
M99.2,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX.
M99.20,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - OCCIP.CERV.
M99.21,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - CERV.THOR.
M99.22,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - THOR.LOMB.
M99.23,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - LOMB.SACR.
M99.24,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - SACRO-COCC.ILI.
M99.3,2,826,-,RETREC. OSSEUX DU CANAL RACH.
M99.30,2,826,-,RETREC. OSSEUX DU CANAL RACH. - OCCIP.CERV.
M99.31,2,826,-,RETREC. OSSEUX DU CANAL RACH. - CERV.THOR.
M99.32,2,826,-,RETREC. OSSEUX DU CANAL RACH. - THOR.LOMB.
M99.33,2,826,-,RETREC. OSSEUX DU CANAL RACH. - LOMB.SACR.
M99.34,2,826,-,RETREC. OSSEUX DU CANAL RACH. - SACRO-COCC.ILI.
M99.4,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ.
M99.40,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - OCCIP.CERV.
M99.41,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - CERV.THOR.
M99.42,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - THOR.LOMB.
M99.43,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - LOMB.SACR.
M99.44,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - SACRO-COCC.ILI.
M99.5,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE
M99.51,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - CERV.THOR.
M99.52,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - THOR.LOMB.
M99.53,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - LOMB.SACR.
M99.6,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX.
M99.60,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - OCCIP.CERV.
M99.61,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - CERV.THOR.
M99.62,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - THOR.LOMB.
M99.63,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - LOMB.SACR.
"",niv,"Listediag","Listeracine",Libellé
M96.3,2,10,-,CYPHOSE APRES LAMINECTOMIE
M96.4,2,10,-,LORDOSE APRES CHIRURGIE
M96.5,2,10,-,SCOLIOSE APRES IRRAD.
M96.6,3,10,19,"FRAC. OSSEUSE APRES IMPLANT, PROTHESE ARTIC. OU PLAQUE D'OSTEOSYNTHESE"
M99.1,2,826,-,SUBLUX. COMPLEXE VERTEBRALE
M99.10,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - TETE
M99.11,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - CERV.
M99.12,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - COL. THORAC.
M99.13,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - LOMBAIRE
M99.14,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - SACREE
M99.15,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - PELVIEN.
M99.16,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - MBRE INF.
M99.17,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - MBRE SUP.
M99.18,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - CAGE THOR.
M99.19,2,826,-,"SUBLUX. COMPLEXE VERTEBRALE - ABD., AUTRES"
M99.2,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX.
M99.20,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - OCCIP.CERV.
M99.21,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - CERV.THOR.
M99.22,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - THOR.LOMB.
M99.23,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - LOMB.SACR.
M99.24,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - SACRO-COCC.ILI.
M99.3,2,826,-,RETREC. OSSEUX DU CANAL RACH.
M99.30,2,826,-,RETREC. OSSEUX DU CANAL RACH. - OCCIP.CERV.
M99.31,2,826,-,RETREC. OSSEUX DU CANAL RACH. - CERV.THOR.
M99.32,2,826,-,RETREC. OSSEUX DU CANAL RACH. - THOR.LOMB.
M99.33,2,826,-,RETREC. OSSEUX DU CANAL RACH. - LOMB.SACR.
M99.34,2,826,-,RETREC. OSSEUX DU CANAL RACH. - SACRO-COCC.ILI.
M99.4,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ.
M99.40,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - OCCIP.CERV.
M99.41,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - CERV.THOR.
M99.42,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - THOR.LOMB.
M99.43,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - LOMB.SACR.
M99.44,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - SACRO-COCC.ILI.
M99.5,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE
M99.51,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - CERV.THOR.
M99.52,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - THOR.LOMB.
M99.53,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - LOMB.SACR.
M99.6,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX.
M99.60,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - OCCIP.CERV.
M99.61,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - CERV.THOR.
M99.62,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - THOR.LOMB.
M99.63,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - LOMB.SACR.
M99.16,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - MBRE INF.
M99.17,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - MBRE SUP.
M99.18,2,826,-,SUBLUX. COMPLEXE VERTEBRALE - CAGE THOR.
M99.19,2,826,-,"SUBLUX. COMPLEXE VERTEBRALE - ABD., AUTRES"
M99.2,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX.
M99.20,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - OCCIP.CERV.
M99.21,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - CERV.THOR.
M99.22,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - THOR.LOMB.
M99.23,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - LOMB.SACR.
M99.24,2,826,-,RETREC. DU CANAL RACH. PAR SUBLUX. - SACRO-COCC.ILI.
M99.3,2,826,-,RETREC. OSSEUX DU CANAL RACH.
M99.30,2,826,-,RETREC. OSSEUX DU CANAL RACH. - OCCIP.CERV.
M99.31,2,826,-,RETREC. OSSEUX DU CANAL RACH. - CERV.THOR.
M99.32,2,826,-,RETREC. OSSEUX DU CANAL RACH. - THOR.LOMB.
M99.33,2,826,-,RETREC. OSSEUX DU CANAL RACH. - LOMB.SACR.
M99.34,2,826,-,RETREC. OSSEUX DU CANAL RACH. - SACRO-COCC.ILI.
M99.4,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ.
M99.40,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - OCCIP.CERV.
M99.41,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - CERV.THOR.
M99.42,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - THOR.LOMB.
M99.43,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - LOMB.SACR.
M99.44,2,826,-,RETREC. DU CANAL RACH. PAR TISSU CONJ. - SACRO-COCC.ILI.
M99.5,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE
M99.51,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - CERV.THOR.
M99.52,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - THOR.LOMB.
M99.53,2,826,-,RETREC. DU CANAL RACH. PAR LES. DISCALE - LOMB.SACR.
M99.6,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX.
M99.60,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - OCCIP.CERV.
M99.61,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - CERV.THOR.
M99.62,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - THOR.LOMB.
M99.63,2,826,-,RETREC. DES ESP. INTERVERTEB. PAR OSSIF.ET SUBLUX. - LOMB.SACR.
M99.7,2,826,-,RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL
CMA,niv,"Listediag","Listeracine",Libellé
M99.71,2,826,-,RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL - CERV.THOR.
M99.72,2,826,-,RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL - THOR.LOMB.
M99.73,2,826,-,RETREC. DES ESP. INTERVERT. PAR TISSU CONJ. ET DISCAL - LOMB.SACR.
N08.0,2,85,40,GLOMERULOPATHIE AVEC MAL. INFECT. ET PARASIT. CL. AILL.
N08.1,2,85,40,GLOMERULOPATHIE AVEC MAL. TUMORALES
N08.3,2,89,29,GLOMERULOPATHIE AVEC DIABETE SUCRE
N10,2,833,40,NEPHRITE TUBULO-INTERST. AIG.
N11.0,2,788,40,PYELONEPHRITE ASSOCIEE A UN REFLUX
N11.1,2,788,40,PYELONEPHRITE OBSTRU.
N13.0,2,523,40,HYDRONEPHROSE AVEC OBSTRU. DE LA JONCTION PYELO-URETERALE
N13.1,2,523,40,"HYDRONEPHROSE AVEC RETREC. URETERAL, NCA"
N13.2,2,523,40,HYDRONEPHROSE AVEC OBSTRU. CALCULEUSE RENALE ET URETERALE
N13.3,2,523,40,"HYDRONEPHROSES, NCA OU SAI"
N13.4,2,270,40,HYDRO-URETERE
N13.6,3,270,40,PYONEPHROSE
N14.0,2,1032,40,NEPHROPATHIE DUE A UN ANALGESIQUE
N14.1,2,1032,40,NEPHROPATHIE DUE A D'AUTRES MEDICAM. ET SUBST. BIOL.
N14.2,2,1032,40,"NEPHROPATHIE DUE A UN MEDICAM. OU UNE SUBST. BIOL., SAI"
N14.3,2,1032,40,NEPHROPATHIE DUE A DES METAUX LOURDS
N14.4,2,1032,40,"NEPHROPATHIE TOXIQUE, NCA"
N15.0,2,315,40,NEPHROPATHIE DES BALKANS
N15.1,2,1010,40,ABCES RENAL ET PERIRENAL
N17.0,4,814,40,INSUF. RENALE AIG. AVEC NECROSE TUBUL.
N17.1,4,814,40,INSUF. RENALE AIG. AVEC NECROSE CORTICALE AIG.
N17.2,4,814,40,INSUF. RENALE AIG. AVEC NECROSE MEDULLAIRE
N17.8,3,908,40,"INSUF. RENALES AIG., NCA"
N17.9,3,908,40,"INSUF. RENALE AIG., SAI"
N25.1,2,408,40,DIABETE INSIPIDE NEPHROGENIQUE
N25.8,2,297,40,"AFF. DUES A UNE TUBULOPATHIE, NCA"
