"",,Liste,Liste,
M86.30,4,563,-,OSTEOMYELITE CHRON. MULT. - SIEGES MULT.
M86.31,4,563,-,OSTEOMYELITE CHRON. MULT. - EPAULE
M86.32,4,563,-,OSTEOMYELITE CHRON. MULT. - BRAS
M86.33,4,563,-,OSTEOMYELITE CHRON. MULT. - AVANT-BRAS
M86.34,4,563,-,OSTEOMYELITE CHRON. MULT. - MAIN
M86.35,4,563,-,"OSTEOMYELITE CHRON. MULT. - BASSIN, CUISSE"
M86.36,4,563,-,OSTEOMYELITE CHRON. MULT. - JAMBE
M86.37,4,563,-,"OSTEOMYELITE CHRON. MULT. - CHEV., PIED"
M86.38,4,563,-,OSTEOMYELITE CHRON. MULT. - AUTRES LOC.
M86.39,4,563,-,OSTEOMYELITE CHRON. MULT. - LOC. SAI
M86.4,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE
M86.40,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - SIEGES MULT.
M86.41,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - EPAULE
M86.42,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - BRAS
M86.43,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - AVANT-BRAS
M86.44,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - MAIN
M86.45,4,563,-,"OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - BASSIN, CUISSE"
M86.46,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - JAMBE
M86.47,4,563,-,"OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - CHEV., PIED"
M86.48,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - AUTRES LOC.
M86.49,4,563,-,OSTEOMYELITE CHRON. AVEC FISTULE DE DRAINAGE - LOC. SAI
M86.5,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA"
M86.50,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - SIEGES MULT."
M86.51,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - EPAULE"
M86.52,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - BRAS"
M86.53,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - AVANT-BRAS"
M86.54,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - MAIN"
M86.55,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - BASSIN, CUISSE"
M86.56,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - JAMBE"
M86.57,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - CHEV., PIED"
M86.58,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - AUTRES LOC."
CMA,niv,"Listediag","Listeracine",Libellé
M86.59,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - LOC. SAI"
M86.6,4,563,-,"OSTEOMYELITES CHRON., NCA"
M86.60,4,563,-,"OSTEOMYELITES CHRON., NCA - SIEGES MULT."
M86.61,4,563,-,"OSTEOMYELITES CHRON., NCA - EPAULE"
M86.62,4,563,-,"OSTEOMYELITES CHRON., NCA - BRAS"
M86.63,4,563,-,"OSTEOMYELITES CHRON., NCA - AVANT-BRAS"
M86.64,4,563,-,"OSTEOMYELITES CHRON., NCA - MAIN"
M86.65,4,563,-,"OSTEOMYELITES CHRON., NCA - BASSIN, CUISSE"
M86.66,4,563,-,"OSTEOMYELITES CHRON., NCA - JAMBE"
M86.67,4,563,-,"OSTEOMYELITES CHRON., NCA - CHEV., PIED"
M86.68,4,563,-,"OSTEOMYELITES CHRON., NCA - AUTRES LOC."
M86.69,4,563,-,"OSTEOMYELITES CHRON., NCA - LOC. SAI"
M86.8,4,563,-,"OSTEOMYELITES, NCA"
M86.80,4,563,-,"OSTEOMYELITES, NCA - SIEGES MULT."
M86.81,4,563,-,"OSTEOMYELITES, NCA - EPAULE"
M86.82,4,563,-,"OSTEOMYELITES, NCA - BRAS"
M86.83,4,563,-,"OSTEOMYELITES, NCA - AVANT-BRAS"
M86.84,4,563,-,"OSTEOMYELITES, NCA - MAIN"
M86.85,4,563,-,"OSTEOMYELITES, NCA - BASSIN, CUISSE"
M86.86,4,563,-,"OSTEOMYELITES, NCA - JAMBE"
M86.87,4,563,-,"OSTEOMYELITES, NCA - CHEV., PIED"
M86.88,4,563,-,"OSTEOMYELITES, NCA - AUTRES LOC."
M86.89,4,563,-,"OSTEOMYELITES, NCA - LOC. SAI"
M86.9,4,977,-,"OSTEOMYELITE, SAI"
M86.90,4,977,-,"OSTEOMYELITE, SAI - SIEGES MULT."
M86.91,4,977,-,"OSTEOMYELITE, SAI - EPAULE"
M86.92,4,977,-,"OSTEOMYELITE, SAI - BRAS"
M86.93,4,977,-,"OSTEOMYELITE, SAI - AVANT-BRAS"
M86.94,4,977,-,"OSTEOMYELITE, SAI - MAIN"
M86.95,4,977,-,"OSTEOMYELITE, SAI - BASSIN, CUISSE"
M86.96,4,977,-,"OSTEOMYELITE, SAI - JAMBE"
M86.97,4,977,-,"OSTEOMYELITE, SAI - CHEV., PIED"
M86.98,4,977,-,"OSTEOMYELITE, SAI - AUTRES LOC."
M86.99,4,977,-,"OSTEOMYELITE, SAI - LOC. SAI"
M88.0,2,604,-,MAL. DE PAGET DU CRANE
M88.8,2,604,-,MAL. DE PAGET D'AUTRES OS
M88.80,2,604,-,MAL. DE PAGET D'AUTRES OS - SIEGES MULT.
M88.81,2,604,-,MAL. DE PAGET D'AUTRES OS - EPAULE
M88.82,2,604,-,MAL. DE PAGET D'AUTRES OS - BRAS
M88.83,2,604,-,MAL. DE PAGET D'AUTRES OS - AVANT-BRAS
M88.84,2,604,-,MAL. DE PAGET D'AUTRES OS - MAIN
M88.85,2,604,-,"MAL. DE PAGET D'AUTRES OS - BASSIN, CUISSE"
"",niv,"Listediag","Listeracine",Libellé
M86.59,4,563,-,"OSTEOMYELITES HEMATOGENES CHRON., NCA - LOC. SAI"
M86.6,4,563,-,"OSTEOMYELITES CHRON., NCA"
M86.60,4,563,-,"OSTEOMYELITES CHRON., NCA - SIEGES MULT."
M86.61,4,563,-,"OSTEOMYELITES CHRON., NCA - EPAULE"
M86.62,4,563,-,"OSTEOMYELITES CHRON., NCA - BRAS"
M86.63,4,563,-,"OSTEOMYELITES CHRON., NCA - AVANT-BRAS"
M86.64,4,563,-,"OSTEOMYELITES CHRON., NCA - MAIN"
M86.65,4,563,-,"OSTEOMYELITES CHRON., NCA - BASSIN, CUISSE"
M86.66,4,563,-,"OSTEOMYELITES CHRON., NCA - JAMBE"
M86.67,4,563,-,"OSTEOMYELITES CHRON., NCA - CHEV., PIED"
M86.68,4,563,-,"OSTEOMYELITES CHRON., NCA - AUTRES LOC."
M86.69,4,563,-,"OSTEOMYELITES CHRON., NCA - LOC. SAI"
M86.8,4,563,-,"OSTEOMYELITES, NCA"
M86.80,4,563,-,"OSTEOMYELITES, NCA - SIEGES MULT."
M86.81,4,563,-,"OSTEOMYELITES, NCA - EPAULE"
M86.82,4,563,-,"OSTEOMYELITES, NCA - BRAS"
M86.83,4,563,-,"OSTEOMYELITES, NCA - AVANT-BRAS"
M86.84,4,563,-,"OSTEOMYELITES, NCA - MAIN"
M86.85,4,563,-,"OSTEOMYELITES, NCA - BASSIN, CUISSE"
M86.86,4,563,-,"OSTEOMYELITES, NCA - JAMBE"
M86.87,4,563,-,"OSTEOMYELITES, NCA - CHEV., PIED"
M86.88,4,563,-,"OSTEOMYELITES, NCA - AUTRES LOC."
M86.89,4,563,-,"OSTEOMYELITES, NCA - LOC. SAI"
M86.9,4,977,-,"OSTEOMYELITE, SAI"
M86.90,4,977,-,"OSTEOMYELITE, SAI - SIEGES MULT."
M86.91,4,977,-,"OSTEOMYELITE, SAI - EPAULE"
M86.92,4,977,-,"OSTEOMYELITE, SAI - BRAS"
M86.93,4,977,-,"OSTEOMYELITE, SAI - AVANT-BRAS"
M86.94,4,977,-,"OSTEOMYELITE, SAI - MAIN"
M86.95,4,977,-,"OSTEOMYELITE, SAI - BASSIN, CUISSE"
M86.96,4,977,-,"OSTEOMYELITE, SAI - JAMBE"
M86.97,4,977,-,"OSTEOMYELITE, SAI - CHEV., PIED"
M86.98,4,977,-,"OSTEOMYELITE, SAI - AUTRES LOC."
M86.99,4,977,-,"OSTEOMYELITE, SAI - LOC. SAI"
M88.0,2,604,-,MAL. DE PAGET DU CRANE
M88.8,2,604,-,MAL. DE PAGET D'AUTRES OS
M88.80,2,604,-,MAL. DE PAGET D'AUTRES OS - SIEGES MULT.
M88.81,2,604,-,MAL. DE PAGET D'AUTRES OS - EPAULE
M88.82,2,604,-,MAL. DE PAGET D'AUTRES OS - BRAS
M88.83,2,604,-,MAL. DE PAGET D'AUTRES OS - AVANT-BRAS
M88.84,2,604,-,MAL. DE PAGET D'AUTRES OS - MAIN
M88.85,2,604,-,"MAL. DE PAGET D'AUTRES OS - BASSIN, CUISSE"
M86.69,4,563,-,"OSTEOMYELITES CHRON., NCA - LOC. SAI"
M86.8,4,563,-,"OSTEOMYELITES, NCA"
M86.80,4,563,-,"OSTEOMYELITES, NCA - SIEGES MULT."
M86.81,4,563,-,"OSTEOMYELITES, NCA - EPAULE"
M86.82,4,563,-,"OSTEOMYELITES, NCA - BRAS"
M86.83,4,563,-,"OSTEOMYELITES, NCA - AVANT-BRAS"
M86.84,4,563,-,"OSTEOMYELITES, NCA - MAIN"
M86.85,4,563,-,"OSTEOMYELITES, NCA - BASSIN, CUISSE"
M86.86,4,563,-,"OSTEOMYELITES, NCA - JAMBE"
M86.87,4,563,-,"OSTEOMYELITES, NCA - CHEV., PIED"
M86.88,4,563,-,"OSTEOMYELITES, NCA - AUTRES LOC."
M86.89,4,563,-,"OSTEOMYELITES, NCA - LOC. SAI"
M86.9,4,977,-,"OSTEOMYELITE, SAI"
M86.90,4,977,-,"OSTEOMYELITE, SAI - SIEGES MULT."
M86.91,4,977,-,"OSTEOMYELITE, SAI - EPAULE"
M86.92,4,977,-,"OSTEOMYELITE, SAI - BRAS"
M86.93,4,977,-,"OSTEOMYELITE, SAI - AVANT-BRAS"
M86.94,4,977,-,"OSTEOMYELITE, SAI - MAIN"
M86.95,4,977,-,"OSTEOMYELITE, SAI - BASSIN, CUISSE"
M86.96,4,977,-,"OSTEOMYELITE, SAI - JAMBE"
M86.97,4,977,-,"OSTEOMYELITE, SAI - CHEV., PIED"
M86.98,4,977,-,"OSTEOMYELITE, SAI - AUTRES LOC."
M86.99,4,977,-,"OSTEOMYELITE, SAI - LOC. SAI"
M88.0,2,604,-,MAL. DE PAGET DU CRANE
M88.8,2,604,-,MAL. DE PAGET D'AUTRES OS
M88.80,2,604,-,MAL. DE PAGET D'AUTRES OS - SIEGES MULT.
M88.81,2,604,-,MAL. DE PAGET D'AUTRES OS - EPAULE
M88.82,2,604,-,MAL. DE PAGET D'AUTRES OS - BRAS
M88.83,2,604,-,MAL. DE PAGET D'AUTRES OS - AVANT-BRAS
M88.84,2,604,-,MAL. DE PAGET D'AUTRES OS - MAIN
M88.85,2,604,-,"MAL. DE PAGET D'AUTRES OS - BASSIN, CUISSE"
M88.86,2,604,-,MAL. DE PAGET D'AUTRES OS - JAMBE
CMA,niv,"Listediag","Listeracine",Libellé
M88.87,2,604,-,"MAL. DE PAGET D'AUTRES OS - CHEV., PIED"
M88.88,2,604,-,MAL. DE PAGET D'AUTRES OS - AUTRES LOC.
M88.9,2,604,-,"MAL. OSSEUSE DE PAGET, SAI"
M88.90,2,604,-,"MAL. OSSEUSE DE PAGET, SAI - SIEGES MULT."
M88.99,2,604,-,"MAL. OSSEUSE DE PAGET, SAI - LOC. SAI"
M89.0,2,283,-,ALGONEURODYSTROPHIE
M89.00,2,283,-,ALGONEURODYSTROPHIE - SIEGES MULT.
M89.01,2,283,-,ALGONEURODYSTROPHIE - EPAULE
M89.02,2,283,-,ALGONEURODYSTROPHIE - BRAS
M89.03,2,283,-,ALGONEURODYSTROPHIE - AVANT-BRAS
M89.04,2,283,-,ALGONEURODYSTROPHIE - MAIN
M89.05,2,283,-,"ALGONEURODYSTROPHIE - BASSIN, CUISSE"
M89.06,2,283,-,ALGONEURODYSTROPHIE - JAMBE
M89.07,2,283,-,"ALGONEURODYSTROPHIE - CHEV., PIED"
M89.08,2,283,-,ALGONEURODYSTROPHIE - AUTRES LOC.
M89.09,2,283,-,ALGONEURODYSTROPHIE - LOC. SAI
M89.4,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA"
M89.40,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - SIEGES MULT."
M89.41,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - EPAULE"
M89.42,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BRAS"
M89.43,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AVANT-BRAS"
M89.44,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - MAIN"
M89.45,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BASSIN, CUISSE"
M89.46,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - JAMBE"
M89.47,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - CHEV., PIED"
M89.48,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AUTRES LOC."
M89.49,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - LOC. SAI"
M89.5,2,283,-,OSTEOLYSE
M89.50,2,283,-,OSTEOLYSE - SIEGES MULT.
M89.51,2,283,-,OSTEOLYSE - EPAULE
M89.52,2,283,-,OSTEOLYSE - BRAS
M89.53,2,283,-,OSTEOLYSE - AVANT-BRAS
M89.54,2,283,-,OSTEOLYSE - MAIN
M89.55,2,283,-,"OSTEOLYSE - BASSIN, CUISSE"
M89.56,2,283,-,OSTEOLYSE - JAMBE
M89.57,2,283,-,"OSTEOLYSE - CHEV., PIED"
M89.58,2,283,-,OSTEOLYSE - AUTRES LOC.
M89.59,2,283,-,OSTEOLYSE - LOC. SAI
M89.6,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO.
M89.60,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - SIEGES MULT.
M89.61,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - EPAULE
M89.62,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - BRAS
"",niv,"Listediag","Listeracine",Libellé
M88.87,2,604,-,"MAL. DE PAGET D'AUTRES OS - CHEV., PIED"
M88.88,2,604,-,MAL. DE PAGET D'AUTRES OS - AUTRES LOC.
M88.9,2,604,-,"MAL. OSSEUSE DE PAGET, SAI"
M88.90,2,604,-,"MAL. OSSEUSE DE PAGET, SAI - SIEGES MULT."
M88.99,2,604,-,"MAL. OSSEUSE DE PAGET, SAI - LOC. SAI"
M89.0,2,283,-,ALGONEURODYSTROPHIE
M89.00,2,283,-,ALGONEURODYSTROPHIE - SIEGES MULT.
M89.01,2,283,-,ALGONEURODYSTROPHIE - EPAULE
M89.02,2,283,-,ALGONEURODYSTROPHIE - BRAS
M89.03,2,283,-,ALGONEURODYSTROPHIE - AVANT-BRAS
M89.04,2,283,-,ALGONEURODYSTROPHIE - MAIN
M89.05,2,283,-,"ALGONEURODYSTROPHIE - BASSIN, CUISSE"
M89.06,2,283,-,ALGONEURODYSTROPHIE - JAMBE
M89.07,2,283,-,"ALGONEURODYSTROPHIE - CHEV., PIED"
M89.08,2,283,-,ALGONEURODYSTROPHIE - AUTRES LOC.
M89.09,2,283,-,ALGONEURODYSTROPHIE - LOC. SAI
M89.4,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA"
M89.40,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - SIEGES MULT."
M89.41,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - EPAULE"
M89.42,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BRAS"
M89.43,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AVANT-BRAS"
M89.44,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - MAIN"
M89.45,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BASSIN, CUISSE"
M89.46,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - JAMBE"
M89.47,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - CHEV., PIED"
M89.48,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AUTRES LOC."
M89.49,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - LOC. SAI"
M89.5,2,283,-,OSTEOLYSE
M89.50,2,283,-,OSTEOLYSE - SIEGES MULT.
M89.51,2,283,-,OSTEOLYSE - EPAULE
M89.52,2,283,-,OSTEOLYSE - BRAS
M89.53,2,283,-,OSTEOLYSE - AVANT-BRAS
M89.54,2,283,-,OSTEOLYSE - MAIN
M89.55,2,283,-,"OSTEOLYSE - BASSIN, CUISSE"
M89.56,2,283,-,OSTEOLYSE - JAMBE
M89.57,2,283,-,"OSTEOLYSE - CHEV., PIED"
M89.58,2,283,-,OSTEOLYSE - AUTRES LOC.
M89.59,2,283,-,OSTEOLYSE - LOC. SAI
M89.6,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO.
M89.60,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - SIEGES MULT.
M89.61,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - EPAULE
M89.62,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - BRAS
M89.05,2,283,-,"ALGONEURODYSTROPHIE - BASSIN, CUISSE"
M89.06,2,283,-,ALGONEURODYSTROPHIE - JAMBE
M89.07,2,283,-,"ALGONEURODYSTROPHIE - CHEV., PIED"
M89.08,2,283,-,ALGONEURODYSTROPHIE - AUTRES LOC.
M89.09,2,283,-,ALGONEURODYSTROPHIE - LOC. SAI
M89.4,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA"
M89.40,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - SIEGES MULT."
M89.41,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - EPAULE"
M89.42,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BRAS"
M89.43,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AVANT-BRAS"
M89.44,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - MAIN"
M89.45,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - BASSIN, CUISSE"
M89.46,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - JAMBE"
M89.47,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - CHEV., PIED"
M89.48,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - AUTRES LOC."
M89.49,2,283,-,"OSTEOARTHROPATHIES HYPERTROPHIANTES, NCA - LOC. SAI"
M89.5,2,283,-,OSTEOLYSE
M89.50,2,283,-,OSTEOLYSE - SIEGES MULT.
M89.51,2,283,-,OSTEOLYSE - EPAULE
M89.52,2,283,-,OSTEOLYSE - BRAS
M89.53,2,283,-,OSTEOLYSE - AVANT-BRAS
M89.54,2,283,-,OSTEOLYSE - MAIN
M89.55,2,283,-,"OSTEOLYSE - BASSIN, CUISSE"
M89.56,2,283,-,OSTEOLYSE - JAMBE
M89.57,2,283,-,"OSTEOLYSE - CHEV., PIED"
M89.58,2,283,-,OSTEOLYSE - AUTRES LOC.
M89.59,2,283,-,OSTEOLYSE - LOC. SAI
M89.6,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO.
M89.60,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - SIEGES MULT.
M89.61,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - EPAULE
M89.62,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - BRAS
M89.63,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - AVANT-BRAS
CMA,niv,"Listediag","Listeracine",Libellé
M89.64,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - MAIN
M89.65,2,230,-,"OSTEOPATHIE CONSEC. A UNE POLIO. - BASSIN, CUISSE"
M89.66,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - JAMBE
M89.67,2,230,-,"OSTEOPATHIE CONSEC. A UNE POLIO. - CHEV., PIED"
M89.68,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - AUTRES LOC.
M89.69,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - LOC. SAI
M90.0,3,174,-,TUBERC. OSSEUSE
M90.00,3,174,-,TUBERC. OSSEUSE - SIEGES MULT.
M90.01,3,174,-,TUBERC. OSSEUSE - EPAULE
M90.02,3,174,-,TUBERC. OSSEUSE - BRAS
M90.03,3,174,-,TUBERC. OSSEUSE - AVANT-BRAS
M90.04,3,174,-,TUBERC. OSSEUSE - MAIN
M90.05,3,174,-,"TUBERC. OSSEUSE - BASSIN, CUISSE"
M90.06,3,174,-,TUBERC. OSSEUSE - JAMBE
M90.07,3,174,-,"TUBERC. OSSEUSE - CHEV., PIED"
M90.08,3,174,-,TUBERC. OSSEUSE - AUTRES LOC.
M90.09,3,174,-,TUBERC. OSSEUSE - LOC. SAI
M90.1,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL.
M90.10,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES MULT.
M90.11,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE
M90.12,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS
M90.13,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS
M90.14,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN
M90.15,2,1016,-,"PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, CUISSE"
M90.16,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE
M90.17,2,1016,-,"PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED"
M90.18,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC.
M90.19,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M90.2,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL.
M90.20,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES MULT.
M90.21,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE
M90.22,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS
M90.23,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS
M90.24,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN
M90.25,2,650,-,"OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, CUISSE"
M90.26,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE
M90.27,2,650,-,"OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED"
M90.28,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC.
M90.29,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M90.3,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS
M90.30,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - SIEGES MULT.
M90.31,2,47,-,OSTEONECROSE DE LA MAL. DES CAISSONS - EPAULE
"",niv,"Listediag","Listeracine",Libellé
M89.64,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - MAIN
M89.65,2,230,-,"OSTEOPATHIE CONSEC. A UNE POLIO. - BASSIN, CUISSE"
M89.66,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - JAMBE
M89.67,2,230,-,"OSTEOPATHIE CONSEC. A UNE POLIO. - CHEV., PIED"
M89.68,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - AUTRES LOC.
M89.69,2,230,-,OSTEOPATHIE CONSEC. A UNE POLIO. - LOC. SAI
M90.0,3,174,-,TUBERC. OSSEUSE
M90.00,3,174,-,TUBERC. OSSEUSE - SIEGES MULT.
M90.01,3,174,-,TUBERC. OSSEUSE - EPAULE
M90.02,3,174,-,TUBERC. OSSEUSE - BRAS
M90.03,3,174,-,TUBERC. OSSEUSE - AVANT-BRAS
M90.04,3,174,-,TUBERC. OSSEUSE - MAIN
M90.05,3,174,-,"TUBERC. OSSEUSE - BASSIN, CUISSE"
M90.06,3,174,-,TUBERC. OSSEUSE - JAMBE
M90.07,3,174,-,"TUBERC. OSSEUSE - CHEV., PIED"
M90.08,3,174,-,TUBERC. OSSEUSE - AUTRES LOC.
M90.09,3,174,-,TUBERC. OSSEUSE - LOC. SAI
M90.1,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL.
M90.10,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES MULT.
M90.11,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE
M90.12,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS
M90.13,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS
M90.14,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN
M90.15,2,1016,-,"PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, CUISSE"
M90.16,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - JAMBE
M90.17,2,1016,-,"PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - CHEV., PIED"
M90.18,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - AUTRES LOC.
M90.19,2,1016,-,PERIOSTITE AVEC AUTRES MAL. INFECT. CL. AILL. - LOC. SAI
M90.2,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL.
M90.20,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - SIEGES MULT.
M90.21,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - EPAULE
M90.22,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BRAS
M90.23,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - AVANT-BRAS
M90.24,2,650,-,OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - MAIN
M90.25,2,650,-,"OSTEOPATHIE AVEC AUTRES MAL. INFECT. CL. AILL. - BASSIN, CUISSE"
